Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed
Phantasmagorical,https://www.mountainproject.com/route/105804439/phantasmagorical,2.4,5.7,1,60.0,41.2248,-111.92513,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,False,False,False,False,False,False
Simply the Best,https://www.mountainproject.com/route/123245169/simply-the-best,2.0,5.8,1,70.0,41.2248,-111.92513,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,False,False,False,False,False,False
The Good Ward,https://www.mountainproject.com/route/105915190/the-good-ward,1.0,5.6,1,50.0,41.21824,-111.92342,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,True,False,False,False,False,False
Holy Moroni,https://www.mountainproject.com/route/105915177/holy-moroni,2.0,5.8,1,50.0,41.21824,-111.92342,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,False,False,False,False,False,False
Oh My Nephi,https://www.mountainproject.com/route/105915186/oh-my-nephi,1.5,5.8,1,50.0,41.21824,-111.92342,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,False,False,False,False,False,False
Ethics,https://www.mountainproject.com/route/106743253/ethics,2.5,5.8+,1,75.0,41.2194,-111.924,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,The Schoolroom,True,False,False,False,False,False
EG Does It,https://www.mountainproject.com/route/124244829/eg-does-it,2.3,5.6,1,30.0,41.24972,-111.93404,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,9th Street,False,False,False,False,False,False
Unknown route,https://www.mountainproject.com/route/117985359/unknown-route,2.1,5.6,1,30.0,41.24972,-111.93404,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,9th Street,False,False,False,False,False,False
That's a Noyce Rock,https://www.mountainproject.com/route/108920603/thats-a-noyce-rock,1.9,5.7,1,30.0,41.24972,-111.93404,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,9th Street,False,False,False,False,False,False
The Reach Around,https://www.mountainproject.com/route/116082466/the-reach-around,2.4,5.8,1,25.0,41.24972,-111.93404,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,9th Street,False,False,False,False,False,False
8-Ball Corner Pocket,https://www.mountainproject.com/route/106725793/8-ball-corner-pocket,1.7,5.8,1,30.0,41.2102,-111.9294,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,29th Street,False,False,True,False,False,False
Isabella Hella Strong,https://www.mountainproject.com/route/106826975/isabella-hella-strong,1.2,5.8,1,20.0,41.2472,-111.9304,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,Porter Cash Wall,False,False,False,False,False,False
Silicone,https://www.mountainproject.com/route/109367121/silicone,2.1,5.8,1,90.0,41.19024,-111.877,False,False,Utah,Wasatch Range,Northern Wasatch,Ogden,Snowbasin,False,True,False,False,False,False
Unknown 5.6,https://www.mountainproject.com/route/111430893/unknown-56,1.6,5.7,1,50.0,40.89657,-111.83766,False,False,Utah,Wasatch Range,Northern Wasatch,Davis County,Bountiful,False,False,True,False,False,False
Unknown 5.7,https://www.mountainproject.com/route/112238060/unknown-57,2.4,5.7,1,50.0,40.89657,-111.83766,False,False,Utah,Wasatch Range,Northern Wasatch,Davis County,Bountiful,False,False,True,False,False,False
20 Years of Prayer,https://www.mountainproject.com/route/119499555/20-years-of-prayer,2.0,5.7,1,65.0,41.00967,-111.88713,False,False,Utah,Wasatch Range,Northern Wasatch,Davis County,Farmington,False,False,False,False,False,False
Kentucky Fried Chicken,https://www.mountainproject.com/route/105740729/kentucky-fried-chicken,2.5,5.8+,1,70.0,41.7679,-111.6637,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Drilling  In The Dark,https://www.mountainproject.com/route/106425625/drilling-in-the-dark,2.3,5.7,1,45.0,41.78063,-111.64374,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Hyperplasia,https://www.mountainproject.com/route/113327520/hyperplasia,2.2,5.7+,1,45.0,41.78063,-111.64374,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Tennis Ball,https://www.mountainproject.com/route/105869809/tennis-ball,1.6,5.8,1,35.0,41.78063,-111.64374,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
The Lost Bolt,https://www.mountainproject.com/route/106018105/the-lost-bolt,2.9,5.7,1,100.0,41.7445,-111.7579,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Body Brewser,https://www.mountainproject.com/route/107629296/body-brewser,2.4,5.8,1,40.0,41.7445,-111.7579,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Alpha Graphic,https://www.mountainproject.com/route/106383242/alpha-graphic,2.5,5.8,1,60.0,41.80111,-111.63692,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
NCMO,https://www.mountainproject.com/route/106373304/ncmo,1.7,5.6,1,25.0,41.7428,-111.7827,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
The Flirt,https://www.mountainproject.com/route/106373217/the-flirt,1.8,5.8-,1,35.0,41.7428,-111.7827,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Twitterpation,https://www.mountainproject.com/route/106373235/twitterpation,1.8,5.8-,1,35.0,41.7428,-111.7827,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Happy Ending,https://www.mountainproject.com/route/108212830/happy-ending,2.5,5.8,1,50.0,41.80592,-111.63168,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Serotonin,https://www.mountainproject.com/route/107159354/serotonin,2.8,5.8,1,70.0,41.76825,-111.66486,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Bellingham Blues,https://www.mountainproject.com/route/107174332/bellingham-blues,2.5,5.8,1,75.0,41.76825,-111.66486,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Brown-Eyed Girl,https://www.mountainproject.com/route/107194821/brown-eyed-girl,2.5,5.7,1,60.0,41.80736,-111.63277,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Tendonitis Be Damned,https://www.mountainproject.com/route/107194832/tendonitis-be-damned,2.4,5.7,1,60.0,41.80736,-111.63277,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Fossilized,https://www.mountainproject.com/route/107765526/fossilized,1.0,5.6,1,25.0,41.7439,-111.78005,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,True,False,False,False
Petrified,https://www.mountainproject.com/route/107765508/petrified,2.1,5.8,1,25.0,41.7439,-111.78005,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,False,False,False,False
Stair Stepper,https://www.mountainproject.com/route/113087097/stair-stepper,1.4,5.7+,1,50.0,41.78082,-111.63598,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,True,False,False,False
Ram Gap,https://www.mountainproject.com/route/124503050/ram-gap,1.2,5.8,1,40.0,41.7804,-111.635,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Logan Canyon,False,False,True,False,False,False
Rain Delay,https://www.mountainproject.com/route/107670322/rain-delay,3.0,5.7,1,90.0,41.65541,-111.69454,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
The Hoax,https://www.mountainproject.com/route/122931734/the-hoax,2.3,5.8,1,90.0,41.65541,-111.69454,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Frog Kisser,https://www.mountainproject.com/route/108417228/frog-kisser,2.5,5.7+,1,100.0,41.65352,-111.69423,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Knee Deep in Skin Flakes,https://www.mountainproject.com/route/110700870/knee-deep-in-skin-flakes,1.8,5.8,1,30.0,41.65352,-111.69423,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Greasy Black Stool,https://www.mountainproject.com/route/109258556/greasy-black-stool,1.7,5.8-,1,30.0,41.63132,-111.70857,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,True,False,False,False
Whiplash Willy,https://www.mountainproject.com/route/120773711/whiplash-willy,2.5,5.6,1,25.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Three Running Walruses,https://www.mountainproject.com/route/121171248/three-running-walruses,2.0,5.6,1,25.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Skeeter,https://www.mountainproject.com/route/122348461/skeeter,1.5,5.6,1,40.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Smells Like a Ham Sandwich,https://www.mountainproject.com/route/119535139/smells-like-a-ham-sandwich,1.5,5.6,1,50.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Bob's Midnight Circus,https://www.mountainproject.com/route/119844624/bobs-midnight-circus,2.0,5.6,1,25.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Shoe Shine Boy,https://www.mountainproject.com/route/119489247/shoe-shine-boy,1.6,5.7,1,50.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Woperson,https://www.mountainproject.com/route/119535115/woperson,2.0,5.7+,1,50.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Green Teeth Tally-Whacker,https://www.mountainproject.com/route/119537121/green-teeth-tally-whacker,1.0,5.8-,1,50.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Wendover,https://www.mountainproject.com/route/120893703/wendover,2.0,5.8-,1,20.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Keekee,https://www.mountainproject.com/route/121171298/keekee,1.0,5.8-,1,20.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Underpants,https://www.mountainproject.com/route/119493820/underpants,2.3,5.8,1,60.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Taffy,https://www.mountainproject.com/route/119535128/taffy,2.4,5.8+,1,50.0,41.62457,-111.79862,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Nestwig Coffee,https://www.mountainproject.com/route/119536954/nestwig-coffee,1.0,5.7,1,20.0,41.62629,-111.80056,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Barefoot Pyrotechnician,https://www.mountainproject.com/route/119486865/barefoot-pyrotechnician,2.3,5.8,1,25.0,41.62629,-111.80056,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Pale Legs Roy,https://www.mountainproject.com/route/119486890/pale-legs-roy,1.2,5.8,1,25.0,41.62629,-111.80056,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Hera Sees Heresies,https://www.mountainproject.com/route/122932210/hera-sees-heresies,2.0,5.8+,1,30.0,41.62635,-111.67172,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Blacksmith Fork Canyon,False,False,False,False,False,False
Hot Pocket,https://www.mountainproject.com/route/119890245/hot-pocket,2.3,5.8-,1,50.0,41.77163,-111.74588,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Green Canyon,False,False,True,False,False,False
Mrs. Pocket,https://www.mountainproject.com/route/119890381/mrs-pocket,2.5,5.8,1,50.0,41.77163,-111.74588,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Green Canyon,False,False,False,False,False,False
Bloody pockets,https://www.mountainproject.com/route/122960312/bloody-pockets,2.0,5.8+,1,45.0,41.77163,-111.74588,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Green Canyon,False,False,False,False,False,False
Confidence Booster,https://www.mountainproject.com/route/118835670/confidence-booster,2.4,5.6,1,30.0,41.69187,-111.79007,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Providence Canyon,False,False,True,False,False,False
West Side,https://www.mountainproject.com/route/118835744/west-side,1.7,5.8+,1,25.0,41.69187,-111.79007,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,Providence Canyon,False,False,False,False,False,False
Novel Perspectives,https://www.mountainproject.com/route/121235734/novel-perspectives,2.6,5.7,1,55.0,41.71337,-111.79126,False,False,Utah,Wasatch Range,Northern Wasatch,Cache Valley,s Kitchen Cove,False,False,False,False,False,False
High Planes Drifter,https://www.mountainproject.com/route/109074273/high-planes-drifter,1.8,5.8,1,40.0,41.00135,-111.39195,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False
Play Misty,https://www.mountainproject.com/route/109573703/play-misty,1.9,5.6,1,35.0,41.00109,-111.39143,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,True,False,False,False
Make My Day,https://www.mountainproject.com/route/115156968/make-my-day,2.0,5.6,1,35.0,41.00109,-111.39143,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False
2 Mules,https://www.mountainproject.com/route/109573718/2-mules,1.9,5.7,1,40.0,41.00109,-111.39143,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,True,False,False,False
Midnight Train to Echo,https://www.mountainproject.com/route/115190034/midnight-train-to-echo,2.4,5.7,1,80.0,41.00084,-111.39254,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bear Hollow,False,False,False,False,False,False
Orient  Express,https://www.mountainproject.com/route/105855609/orient-express,1.2,5.7,1,80.0,41.01078,-111.3807,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Bull Hollow,False,False,False,False,False,False
Starlight Express,https://www.mountainproject.com/route/110235166/starlight-express,2.3,5.7,1,35.0,41.00686,-111.3826,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Roadside Crag,False,False,False,False,False,False
Steel Wheels,https://www.mountainproject.com/route/110235171/steel-wheels,2.3,5.8,1,40.0,41.00686,-111.3826,False,False,Utah,Wasatch Range,Wasatch Back,Echo Canyon,Roadside Crag,False,False,False,False,False,False
Suspension Trauma,https://www.mountainproject.com/route/115687459/suspension-trauma,1.8,5.8,1,40.0,40.60792,-111.35928,False,False,Utah,Wasatch Range,Wasatch Back,Rock Cliff Recreation Area,Bur Slab,False,False,False,False,False,False
Bob,https://www.mountainproject.com/route/123951925/bob,1.0,5.8,1,70.0,40.7093,-112.6845,False,False,Utah,West Desert,Stansbury Mountains,Lone Rock,North Face,False,False,False,False,False,False
Unknown E,https://www.mountainproject.com/route/123952095/unknown-e,1.0,5.7,1,30.0,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False
The Sprout,https://www.mountainproject.com/route/110045477/the-sprout,2.6,5.7,1,60.0,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False
Gerry Rig,https://www.mountainproject.com/route/110045431/gerry-rig,2.6,5.8,1,80.0,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False
Unknown D,https://www.mountainproject.com/route/123952069/unknown-d,1.0,5.8,1,55.0,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False
Unknown C,https://www.mountainproject.com/route/123952053/unknown-c,2.0,5.8+,1,40.0,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False
Whiskey Crew,https://www.mountainproject.com/route/107876719/whiskey-crew,2.5,5.8+,1,,40.7389,-112.6404,False,False,Utah,West Desert,Stansbury Mountains,The Valley of Zion,Tokey Dokey,False,False,False,False,False,False
